no,pro_id,disciplines,funder,title
177,45c44d83-6946-4593-be5b-7de9e9a1cc39,"['0202', '0104', '0205']",not specific,Low k materials engineering for nm technology node and beyond
178,9c9a8559-83b7-4dda-a54b-497eb6cac164,"['0106', '0301', '0306']",not specific,Computational design targeting the androgen receptor CCR receptor and NSP enzyme
179,abf4a4b9-16be-4d0e-9092-6a02870e5b40,['0506'],Research Foundation Flanders,The locality of transnational solidarity within the European Union LOTSEU 
180,f6101255-5eef-4634-9e4d-adf8acef7ccd,['0603'],Flemish Government,Translations in the History of Eastern Christianity
181,fb34a910-b080-4474-82c1-762b049fb78d,['0501'],not specific,Illuminating the darkness Unravelling the Aha experience
182,901def5f-e264-426b-859c-a84ee6cf9de1,['0508'],not specific,SRP Onderzoekszwaartepunt Strategic Research Programme on media economics Algorithm Driven Media industries and how they reshape value in small markets
183,78de8f7f-20f6-48f1-8544-fc7300d59820,['0104'],Flemish Government,SRP Onderzoekszwaartepunt Sustainable chemical technology using multifunctional structured materials
184,18583863-bf3c-4531-a866-c9db06a5e0cb,['0507'],Flemish Government,SRP Onderzoekszwaartepunt Earth from Accretion to Anthropocene Documenting Billion Years of Global Changes
185,6f1f839c-c23c-4a9a-8ad6-568767e5105b,"['0401', '0601', '0502']",not specific,Dietary advice on meat and dairys science confusion power and impact
186,f5fb7166-cd39-4d72-b557-9916f0bd8305,"['0305', '0301']",not specific,Conopeptides as tools for studying pacemaker channels and for the development of novel cardiovascular drugs
187,b3740101-8a6c-4ad5-9a3a-79ce0edaed9f,['0204'],not specific,SRP Groeifinanciering Synthetic biology for the development of microbial cell factories
188,10708547-1011-4fe7-8320-2f96df021f9c,['0103'],Flemish Government,SRP Onderzoekszwaartepunt High energy physics HEP VUB 
189,1f77dcf2-befb-4fff-b397-59358881b404,"['0303', '0504', '0301']",Flemish Government,SRP Onderzoekszwaartepunt Addressing the challenges around serious illness palliative care and the end of life public health health services and clinical innovations
190,29336e41-9a43-4897-bd04-6c18efe18e9a,"['0104', '0305', '0103']",not specific,Solvometallurgy for recovering metals from secondary resources
191,970fc5cc-2600-4665-b600-7ffe3cab4895,"['0301', '0302']",Research Foundation Flanders,Decrypting deficient embryo endometrium interaction in infertility using cutting edge blastocyst and endometrium models spotlights on endometriosis and polycystic ovary syndrome
192,677cbc73-bb45-4788-8fd5-a0d7d4506c50,['0205'],not specific,Molecular Dynamics Simulation of Reactive Wetting of Liquid Aluminium on Solid Nickel Substrate
193,2b7a3639-06d4-4f7c-9e17-5153bc8041d8,['0302'],European Commission,Strengthening the Sfax University expertise for diagnosis and management of epilepctic encephalopathies SEED 
194,a70660a1-4286-4e18-96bc-65aa937fde35,['0602'],Research Foundation Flanders,A corpus based analysis of grammatical cohesion in L German Insights into the effect of learners native language on academic writing proficiency in a foreign language 
195,1ba507bf-d9af-4809-bd71-190cfe0197c0,['0501'],Research Foundation Flanders,Harnessing the power of placebo with prefrontal transcranial direct current stimulation an experimental psychopathological research line
196,9dfa927d-38bb-466b-a984-3d99948f658d,['0504'],Research Foundation Flanders,Towards a cultural sociology of sustainable citizenship Understanding different ways of crafting sustainable citizenship through cultural repertoires 
197,656fb23c-d4ac-4998-84f9-9852deb52a08,"['0301', '0302', '0305']",Research Foundation Flanders,Investigating the hair metabolome to characterize the progression of alcoholic liver disease using a multiplatform untargeted metabolomics workflow METABOHAIR 
198,3efa7a85-0700-4dcb-a02c-d059a68206af,['0506'],not specific,European foreign policy and hybrid actors in the Middle East and North Africa a pragmatist decentring approach
199,59378a2a-6776-472f-9827-aceb91e0387b,"['0302', '0106']",Flemish Government,Inhibiting iron metabolism to target metastases
200,b376282b-64df-4aae-b475-ffef7eafe9b6,"['0302', '0301', '0306']",Research Foundation Flanders,Cell free nucleic acid profiling in diffuse large B cell lymphoma a molecular guidance to precision medicine
201,061ca8a1-b143-47f6-aa03-db0f484bbc51,['0205'],Research Foundation Flanders,Double dynamic polymer network architectures for multi stimuliresponsive materials 
202,2fc8abb6-0446-4690-8934-c92209b8b6df,['0205'],not specific,Self HealINg soft materials for susTainable prOducts ShINTO
203,ea5109bd-9983-4d26-8635-302eaa61837d,['0103'],not specific,The future CMS tracker Ensuring maximal detector performance and readiness 
204,ac1c630a-3909-45e4-8345-b07a3e2d0f2d,"['0201', '0202']",Flemish Government,Assessing the energy thermal comfort and economic impact of Building Automation and Control Systems BACS Towards a reliable evaluation for new and retrofitted residential buildings 
205,6e1d704e-4abc-4e39-9147-0ef71d5f5db1,['0601'],not specific,Plumbing the City The regulation of sanitary installers in urban Europe 
206,c3f8213b-cca1-4d6b-a153-32b8cdefa12a,"['0106', '0301', '0306', '0104', '0304', '0401', '0205', '0206', '0207']",Flemish Government,Advances in nuclear magnetic resonance spectroscopy for the structure elucidation of water extractable and water unextractable arabinoxylan from wheat Triticum aestivum L flour
207,9e62fa10-2429-4cb3-8224-95441852e1f5,['0502'],Flemish Government,Resilience of insurance companies worldwide moderating effects of regulatory quality and competition
208,c87147e7-9cd3-4b6a-8b50-4e4779c92aa2,['0306'],Flemish Government,SRP Groeifinanciering The spermatogonial stem cell the key to prevention and treatment of male infertility
209,819e98cf-267b-4f36-83ea-7c94610a981b,"['0303', '0504', '0301']",not specific,Towards timely integration of specialist palliative home care services for older people with dementia with complex care needs and their family carers a mixed method theory informed study
210,a633023e-8605-4844-aca1-5a51e5afc607,['0302'],Flemish Government,Therapy response monitoring in pediatric cancer basket trial patients
211,6b448445-73ca-4e81-bf72-d0f642f01ed8,['0106'],Flemish Government,Phosphorylation mediated signaling during heat and drought stress in plants
212,1fae5b31-eb61-4b62-a88f-d46624534beb,"['0202', '0208']",Research Foundation Flanders,Networking aspects of optical networks on chip for multi chip computing systems
213,a4343d0c-c46d-4f5e-947d-0b43e591301c,"['0306', '0206']",Research Foundation Flanders,Development of an interactive tool for patient specific surgical treatment planning in kidney cancer
214,e422fe44-83c2-4fd9-8c87-9e02e0e06f94,"['0204', '0104']",Research Foundation Flanders,Design of Fe based Catalysts Using Machine Learning Potentials to Recycle CO to Jet Fuel
215,dcddc597-f8a9-43ce-8963-388092114e6c,"['0202', '0203', '0205', '0102']",Research Foundation Flanders,Modular system for instrumentation of everyday objects to accelerate robotic learning
216,3e0c8595-9ae8-4810-a72a-0a2b1fea33dd,"['0301', '0208']",Research Foundation Flanders,Deep learning models for predicting molecular tumor properties directly from Whole Slide images
217,74a91d7a-7c6c-4808-ba68-3b62c8ec8186,['0201'],not specific,From Welfare to Care Urbanism Moving from Ethnography to Projective Scenarios in H liport and Brigittines High rise Social Housing Estates Brussels
218,0e3835ca-20dc-429b-b1f4-9f344f34c843,['0602'],Research Foundation Flanders,Late or Too Late Old Age in the late Latin Elegies of Maximiancentury AD 
219,cfe43586-cef7-4d6a-8043-bb8adac9ab1b,"['0202', '0203', '0501']",Research Foundation Flanders,Deep Temporal Models for Perception and Control
220,861edceb-68f4-4d03-866a-a02a0fbd78ea,['0103'],Flemish Government,Eggs Bubbles and Wormholes in semi classical quantum gravity
221,08af9ceb-451c-40c3-8d38-1c660b6b6900,"['0508', '0604']",Research Foundation Flanders,The Belgian Silvering Screen A multi method research project on ageist discourses and representations in Belgian cinema 
222,61ff94a4-f220-41c6-93f7-f00454cc66ac,"['0301', '0302']",Research Foundation Flanders,Liquid biopsies for diagnosis prognosis and follow up of neuroendocrine neoplasms clinical translation of novel technologies for epi genetic biomarker detectio 
223,01cc3066-9bf3-4e74-8c4c-14f0975e1273,['0505'],Flemish Government,Migration Equal Opportunity in Education a human rights law analysis
224,98f05cce-9711-413c-832c-c6bf8fbab102,['0502'],Research Foundation Flanders,Computational methods for pricing scenarios on regional networks
225,e2f4da6d-56b3-4a13-bf2c-6005a0819fe3,['0101'],Research Foundation Flanders,Bernoulli actions of type III and their von Neumann algebras
226,a34b3853-79fa-47d4-a096-def748a430d0,['0106'],Research Foundation Flanders,Investigating the post translational control of SOMBRERO a key transcription factor of plant programmed cell death
227,43d70cdf-288c-480d-a569-5762608d0d3a,"['0301', '0306']",Flemish Government,ER MITOCHONDRIA CONTACT SITES MEDIATED LIPID TRANSFER AT THE CROSSROAD BETWEEN LIFE AND DEATH
228,0f374b57-630c-4909-8d29-5f6e66689552,"['0202', '0203']",not specific,Large Scale Video Understanding
229,70bf44df-1b32-4186-85c9-36a64f353516,['0303'],not specific,Together Works 
230,212693f8-1a99-410b-b31b-70029974c67a,"['0401', '0106']",not specific,Thermal manipulation during incubation of broilers Implications for heat resilience performance and behaviour
231,78947c88-2c8f-4eab-a7a3-86ede27b1ada,"['0106', '0301', '0306']",not specific,Entry inhibitors for human respiratory virus SARS CoV 
232,ec263310-33d1-4c80-833b-8ec3899e9b10,['0106'],Flemish Government,Deciphering a biotic stress mediated COI phosphorylation code in wheat
233,8d173c81-2324-42e7-b436-ff2fd555e9cd,['0104'],Flemish Government,Designing affinity based nanoswitches on a fiber optic surface plasmon resonance biosensor for continuous biomarker monitoring 
234,bf3ae061-23e1-4bda-8953-ce48f8d7e7e5,"['0106', '0305', '0306']",Research Foundation Flanders,The study and therapeutic targeting of endoplasmic reticulum stress in hereditary chondrodysplasias 
235,5941a437-ea0b-4fce-a123-e02bea3cda14,['0301'],Research Foundation Flanders,Prevention of ventilator associated pneumonia analysis of the in vitro and in vivo anti biofilm capacity of cecropin based coatings on endotracheal tubes 
236,b80b656f-14c1-4b13-b34f-583f8eb44f0c,['0301'],Research Foundation Flanders,The role of elastin derived peptides in the progression of arterial stiffness with a focus on autophagy inhibition as contributing mechanism 
237,6b3f90d0-aecd-4b86-8fae-cd060d2346f1,"['0106', '0301', '0306']",not specific,Signal peptide dependent ER translocation as target for selective small molecule inhibitors
238,4b92b246-f22f-4dc7-9664-cf709a586d24,"['0102', '0103']",Research Foundation Flanders,Moir magnonics 
239,fc51f595-19e1-44ca-8b0e-8a1561c5154d,"['0104', '0107', '0305']",Research Foundation Flanders,Novel analytical and environmental insights in the human exposure to Synthetic ANTioxidants by Advanced mass spectrometric workflows SANTA 
240,2092c1aa-6516-46ff-bdb8-049a2f240254,"['0502', '0504']",Research Foundation Flanders,Money isn t all that matters in life towards the use of multidimensional wellbeing measures in the ex ante evaluation of social policy 
241,3bd74a50-089a-4f65-85d1-965c36ce2b10,"['0201', '0604']",Research Foundation Flanders,Porosity of Building Structures tracing multilayered changes to converted buildings 
242,99bff126-699d-4f5b-8b5e-d15d9db9e3c4,"['0303', '0603']",Research Foundation Flanders,Precision medicine from the margins a standpoint epistemological exploration of a new paradigm in medicine 
243,38146374-b9d2-4c43-a689-3d2f24635e5e,"['0101', '0102', '0502']",Research Foundation Flanders,Explaining prediction models to adress data science ethics in business and society 
244,75bc0769-24ac-4ed2-866c-fbbe55bf6b51,['0502'],not specific,A Social Psychological Perspective on Angel Investment Decision Making
245,58cfd4da-b2c9-4fa4-97e4-3a87579c6972,['0502'],not specific,Itnot what you said but how you said it the relationship between linguistic cues and marketing communications
246,45a290b9-e74f-4e1e-bd79-3411d6be5407,"['0301', '0306']",Research Foundation Flanders,Identification of novel treatment targets through improved pathomechanistic insight in IPO deficient aortopathy 
247,e85991b3-02b5-4133-9f00-b0eeb403da4a,['0305'],not specific,Advanced analytics in pharmaceutical innovation the use of real world evidence in oncology
248,ad7f9d85-dbfe-48ae-9372-a19eb31913fb,['0101'],Research Foundation Flanders,Extreme events in vast dimensional systems
249,3c3d4014-3918-4ecf-9193-8e987906a1a9,['0502'],not specific,Negotiate your space global narratives of women entrepreneurs dealing with social norms
250,6b6de580-8825-43d4-a241-70506f85d6de,['0502'],not specific,Toward a digitally enabled labour force in Public Administration
251,c3466b3d-89b8-466a-8e4d-56de41007904,['0502'],Flanders Innovation & Entrepreneurship,Designing Idea Contests to Optimize the Front End of the Innovation Process
252,a0d39b6d-f6cb-48f5-830e-f23b3d132534,['0102'],not specific,Machine learning for payment fraud detection
253,14016e83-5217-4320-a36c-d152a096dc37,['0502'],not specific,How contextual data can enable relevant customer experiences
254,1a1bc1ee-b974-403d-9dea-0c919a7091b1,['0305'],Research Foundation Flanders,The Market Access of Complementary diagnostics
255,4545c102-be28-4d52-bf2a-80e1d1bcac86,"['0208', '0202']",not specific,Unified Sparse Representation for Plenoptic Modalities UniMode 
256,dcdb2ac3-baca-4a3d-b0f8-717c118664fb,['0303'],not specific,Value based healthcare of state of the art care pathways for adult spinal deformity in University Hospitals Leuven
257,cab44891-63c4-4192-a994-1b55a498eb23,['0303'],not specific,Cost variability in medical treatments a value based healthcare perspective
258,e102bdee-cfba-4066-ae3c-6f8a00a64124,['0502'],Research Foundation Flanders,Strategic Decision Making in Entrepreneurial Firms A Coalitional View
259,4b9ea739-2077-4e49-82ef-3690daff4ec0,['0502'],not specific,Insurance and macroeconomic growth in times of financial technology and unconventional monetary policy 
260,2d9b2885-30bc-4ff6-96bf-a1d123fd643b,"['0301', '0306', '0501']",not specific,Sound and Vibrations in Acoustic Hearing Implants
261,0b3d50e7-dc0d-425e-937a-5d2d674578a6,"['0101', '0102', '0501', '0502', '0503']",not specific,Innovative public procurement as a lever for public procurement for innovation
262,48d929e5-5760-4360-9d7b-7ce46f91f2d9,['0601'],European Commission,DAEDALOS Conceptualising Processes of Monumental Architectural Creation in the Eastern Mediterranean Bronze Age
263,953c5021-65c5-4b2a-9a48-2b0e782af4ee,['0105'],Flemish Government,Understanding how glacier dynamics is recorded in lake and fjord sediments GLADYS 
264,a1a0a387-97cb-4290-ba4f-464c26963ff9,"['0205', '0207', '0301']",Research Foundation Flanders,Design of self healing living mycelium materials at the intersection between biology and materials science 
265,a09284cf-9966-4730-aa9d-9a4b294a4a37,['0107'],not specific,Prospective Research Plastic City Prospecting the plastic environmental debt in the Brussels Region present status and future projections
266,5c1f7fa6-ce50-4302-a1b7-a7897ef695d4,"['0201', '0604']",not specific,Remote Practices Insights on Architectural Design Processes 
267,f20fe672-3440-4085-a99f-d76b8dafa36e,['0102'],not specific,Decision making in team reward multi objective multi agent domains
268,b6f92791-5dc0-4b88-95f5-4f8e7333916d,['0301'],not specific,System xc as metabolic regulator in the aging brain
269,3506887a-5f20-4422-b87e-b45ada2541c9,"['0305', '0306', '0206']",Research Foundation Flanders,Understanding and modulating the pro inflammatory activity of lipid nanoparticles LNP in the COVID mRNA vaccines towards the development of more effective LNP formulations 
270,10dba661-c2ca-4563-adf5-ef4812671186,"['0107', '0305', '0303', '0104']",Research Foundation Flanders,DNA adductomics to study exposomic drivers of disease
271,a1c59e78-99bb-44cb-baf1-e2b1ac09b46e,['0106'],Research Foundation Flanders,Regulation of leaf pavement cell identity in Arabidopsis the network around SIAMESE RELATED 
272,1f1c6600-0a96-44ef-9d10-22c6fa81a9cc,"['0106', '0207']",Research Foundation Flanders,New to nature Biological Sensors Unlocking the full potential of biological sensors beyond nature
273,7fef4ee4-b2c5-4d5d-9bfc-ce6b8c0ed38e,"['0202', '0208', '0206']",Research Foundation Flanders,Development of an integrated end to end simulation platform for continuous manufacturing of oral tablets
274,02edc750-a1fe-47f0-b232-f77eac0458a7,['0204'],Research Foundation Flanders,Chemical Looping Innovative Materials and Advanced Technologies CLIMAT 
275,388b1f3f-90fb-4fa0-9b9c-adad339db2f7,['0104'],Research Foundation Flanders,A Reactive Molecular Model for Aluminosilicate Chemistry to Study Zeolite Formation
276,0b296b96-5370-49e6-9432-590a5fddc725,"['0305', '0301']",Research Foundation Flanders,Investigating the biomarker potential and pathological role of extracellular vesicles in ParkinsonUdisease 
277,173a9645-fc4e-4033-9aa8-acc7319fa4b7,"['0306', '0302', '0106']",Research Foundation Flanders,Pandemic preparedness developing a multiplexed mass spectrometry assay to screen for pathogens and the induced immune response 
278,9a339f3e-8155-49c5-bba3-cd24a7544ff6,['0306'],Research Foundation Flanders,Fine tuning and engaging the immune system to defeat AlzheimerUdisease 
279,6c5dedf5-e5ea-4751-b352-fc8dcd2962e0,"['0102', '0105']",Research Foundation Flanders,Novel approach to assess the impact of C C and C global warming in cities
280,3568b8fb-7f7e-4f34-80ac-e61995d83621,"['0301', '0306']",Research Foundation Flanders,Spatio temporal control of eosinophil functioning in allergic lung inflammation
281,5eb1b14e-aa5c-4fb5-855a-d94a6d34f04f,"['0102', '0208']",Research Foundation Flanders,Predictive orchestration and distributed networking for low latency applications in future G Networks
282,a3ca51b9-52ae-401d-9e4e-c8f24db94fa6,['0106'],Research Foundation Flanders,Investigating O methyltransferases potentially involved in lignin biosynthesis in maize
283,9e4d3124-fb5f-4c7f-8524-7ee0b42fb9e9,"['0106', '0306']",Research Foundation Flanders,A novel era in proteomics based protein PTM discovery through deep learning approaches
284,f25c9134-56c6-4c42-bfd2-6e7e5ceb0576,"['0505', '0501']",Research Foundation Flanders,The impact of the prison environment on drug use in women
285,c45f9795-019d-4016-a057-dfd90909e297,['0205'],Research Foundation Flanders,Innovative scaffolds with enhanced vascularization and patterned cells for bone tissue engineering
286,f0cb3fc3-d01e-42d9-a734-89ea5c948edb,"['0104', '0106']",Research Foundation Flanders,Conformationally locked G decoy oligonucleotides for selective telomerase inhibition and development of a nucleic acid based anti telomerase PROTAC strategy
287,73a24ee9-a0b7-40a3-a2b0-7852971090dd,['0101'],Research Foundation Flanders,Advances in the theory of Beurling generalized primes
288,01b02eab-99d7-4f10-bd16-f87d44106cea,"['0301', '0106']",Research Foundation Flanders,Identification of the molecular drivers of ab vs gd T cell development at single cell resolution in human
289,7804620e-05bf-43ad-abec-9d58b1aaaba7,['0106'],Research Foundation Flanders,Charting the functional components of the diverse sexual life cycles in diatoms
290,0e4950e3-6267-4941-8a7d-a408b2293a73,['0304'],Research Foundation Flanders,One size does not fit all from a common approach towards performance specific speech intervention and long term learning in children with a cleft palate
291,250462ee-c98a-4942-b6f3-e5c76ffd97c3,['0103'],not specific,Entanglement and complexity in holography
292,efe5b710-7828-4437-bf9f-83f8b6622264,"['0101', '0208', '0202', '0103']",not specific,Chirplet based framework for the efficent computation of numerical diffraction in complex systems
293,e7c01d8f-2a35-4663-99f4-d3ec3abf24c4,['0102'],Research Foundation Flanders,SBO Project with primary societal finality Serendipity Engine towards surprising and interesting urban experiences
294,8e9a1990-c59e-4adf-9803-ef4352d6dd68,"['0202', '0203']",not specific,Measurement based Interference Analysis in Massive MIMO Systems
295,65ae315e-0e2b-4e7e-b141-526f265c021a,['0303'],not specific,Accounting for future lives in Health Technology Assessment 
296,e779b9ac-9783-43b1-a8a5-be2e41f0c3f4,['0502'],not specific,Strengthening Entrepreneurial and Networking Capacity of Cocoa Farming and Processing Households in Bicol Region Philippines
297,1805f05b-6094-4857-a561-e36d56a9e560,['0504'],Research Foundation Flanders,Governing Postgenomic Life wearable devices and the practices of policymaking and regulation
298,469c1804-8acf-425d-8010-8e28e5e70122,"['0302', '0304']",Research Foundation Flanders,Effectiveness of an eHealth self management support program for persistent pain after breast cancer treatment a pragmatic multi centric randomized controlled trial 
299,1b16152f-5ec4-41b2-a1e8-2447847f8893,['0101'],Flemish Government,Initiation of a unified program for Tauberian theory
300,18e41aec-2929-4ac1-952e-d7f7edb076f4,['0602'],not specific,Storytelling and Young People Coping with Crisis Oral Narratives and Crisis Management in Kenya and Ethiopia
301,2ba0108b-7a27-4b0d-a35c-7bd77bead8e5,['0502'],European Commission,Smart Protein for a Changing World Future proof alternative terrestrial protein sources for human nutrition encouraging environment regeneration processing feasibility and consumer trust and accepta
302,eb766ebb-c1be-41a3-b1de-9801bcd4a79b,"['0206', '0202']",Flemish Government,Adaptive robust control of general anesthesia with event based surgery mapping and variable patient models
303,0c84a6a9-10ae-4eb7-8a3e-1f7c33fb8e66,['0103'],Research Foundation Flanders,Hybrid organic inorganic optically active extracellular matrices
304,bfd37cad-eb61-41cc-a0dc-a877290e6f48,"['0202', '0203', '0208']",not specific,Advanced Multibody Modelling of Gears for System Level Dynamics of Mechanical Transmissions Development and Experimental Validation of Transmission Error and Root Strain
305,ff91636b-703f-4d85-80ce-b313dcbdd5ca,"['0303', '0305', '0306', '0401']",European Commission,Sustainable Plant Protection Transition A Global Health Approach SPRINT 
306,f3551f93-fe80-402f-b907-d8cb203adc18,"['0106', '0306']",Research Foundation Flanders,Dynamics evolution antimicrobial properties of human vaginal lactobacilli 
307,9a790d0f-afaa-4578-8a26-1c7ac5815408,"['0101', '0102', '0203']",Flemish Government,Control theoretic foundations and design tools for periodic time delay system
308,d105d5b4-cb92-4d21-be29-ac21a3bee35f,['0103'],Research Foundation Flanders,Ab initio simulations of next generation devices made of D or topological insulator materials
309,77d02666-c425-4408-8864-0b28bf56d958,"['0506', '0603']",Research Foundation Flanders,Hybrid Democracy Combining Elections Sortition and Direct Democracy
310,a4721b1c-bd08-4278-ae7a-fed9b8f30718,"['0104', '0204', '0205', '0299']",Research Foundation Flanders,Rational Design and Synthesis of New ABC Family Zeolites
311,e40f679f-6f2d-42a6-9cbb-836d13a565eb,"['0102', '0508']",Research Foundation Flanders,Behavioral change Interventions Made PERsonal engagIng lOng term
312,66e38ddf-7e2e-4619-9772-75cf1ddf42a3,['0205'],not specific,Innovative NDT Techniques for Aircraft Maintenance Acoustic Fuel Tank Monitoring and Thermal Fuselage Inspections
313,4dde2f5b-b46e-4caf-aeaf-70c35b17131c,['0503'],not specific,The sound of abnormality An acoustemological approach on the first educational initiatives for children with mental disabilities in Belgium 
314,830cb661-c9f2-4b03-8121-e68b1621c28b,"['0106', '0302']",Federal Government,Uncover and compare the human immunopeptidome of Leishmania across the clinical spectrum 
315,4cf30e14-9dba-47b6-89ee-374ffb98ce6e,"['0102', '0202']",Flemish Government,Multi Scale Radio Channel Modeling and Prediction for Reliable Wireless Air to Ground AG Communications 
316,133650f7-a686-4feb-bf26-6f0e38e18dcc,"['0599', '0699']",Flemish Government,Culture Talks 
317,9e6cf4bf-b9ee-4bf0-804a-473fc56e8d1d,['0506'],Flemish Government,COVITRU
318,8e9134e2-732a-4c93-aa68-f07a11e3feb7,"['0104', '0204', '0401']",European Commission,Plasma Reactors for Efficient Fertilizer Production Applied in a Real Environment PREPARE 
319,79586d79-d166-4284-9103-1b8066c179ba,"['0301', '0305']",Flemish Government,Control of sleeping sickness and leishmaniasis from an insect bite to effective treatment 
320,d8db267e-ba45-4068-bf9f-f2ab432b1b4f,['0106'],Flemish Government,Launch of a microbiome service platform 
321,da188502-b1c7-4d5a-9917-34b1ec865388,"['0106', '0306']",Flemish Government,De novo prediction and characterization of the mobilome of Lactobacillales 
322,6b24e025-2772-4b20-a261-e158007b99c0,['0305'],European Commission,Ferroptosis Inhibitors For Neurodegenerative Disorders NeuroFerro 
323,cedde79c-2339-4cd0-9582-e084d8403f4c,['0106'],not specific,Elucidating the development of biological optical nanostructures
324,d7193511-3709-4441-960a-287d876a2adc,['0504'],European Commission,Singleton trajectories Understanding new life course paths of young adults SINGLETON 
325,6414e28c-7324-4e6e-91ba-11008910224d,['0603'],European Commission,Risk and Resilience in Developmental Diversity and Mental Health R D MH 
326,eba313bd-573f-431f-8cfe-a5cdcbe6bc36,['0302'],Flanders Innovation & Entrepreneurship,Urine as a liquid biopsy for early stage cancer detection 
327,5eaf5496-ba71-455f-bd3e-b0f3939cc404,['0104'],European Commission,Border detection of illicit drugs and precursors by highly accurate electrosensors BorderSens 
328,7cc003c8-d55b-4604-8faf-e86676b8bd67,['0301'],not specific,A blueprint of citrullination in inflammation
329,cbed0e8f-4440-47de-bd59-b8c8e78a3b48,['0106'],Research Foundation Flanders,Complex dynamics and regulation of the plant energy sensor SnRK 
330,7e4c9355-f873-4fa6-983b-d22fcbcd6bd1,"['0503', '0303']",not specific,Addressing alcohol use in general practice a community oriented approach
331,a986bc69-4c16-49ee-9419-2bfc8208b749,['0104'],Flemish Government,Molecular self assembly under D lateral nanoconfinement Capabilities and prospects
332,3d4e6f83-45b3-4509-90e2-0d51dbfa3c09,"['0202', '0103']",Research Foundation Flanders,Photoalignment templates for chiral liquid crystal lenses and photonic components
333,128ec594-3baf-4300-96be-56089701cbb2,"['0202', '0203']",not specific,Data Driven Uncertainty Representation for Scheduling Flexibility in Energy Systems
334,178f9e54-bf83-4f38-8e95-e558bd577551,['0302'],European Commission,Disease and vaccine monitoring based on non invasive genital tract liquid biopsy sampling URISAMP 
335,d5d2d354-908d-4549-98a5-9c6024b6a5da,"['0104', '0304', '0401', '0205', '0206', '0207', '0106', '0301', '0306']",not specific,Isolation and Characterization of Mutants with Altered Sensitivity to the Natural Antimicrobial trans Cinnamaldehyde in Listeria monocytogenes
336,76416a57-3b43-48ec-91c4-dd964baa61c0,['0302'],not specific,What causes cognitive decline after treatment for breast cancer A multiparametric neuroimaging study
337,0e79ebac-e9c7-4a68-a6e2-90351780c200,"['0203', '0208', '0202']",Research Foundation Flanders,CTRL schemes merged with eXplainable AI for t h rustworthy control of physical dynamic systems CTRLxAI T H RUST 
338,96b10c16-dab3-4e55-a850-ee51becb3ffa,['0101'],Flemish Government, elliptic boundary value problems
339,28a6fcc5-eeb3-4eaa-b8ef-4a2f781494af,"['0501', '0603']",Research Foundation Flanders,Understanding Self Deception 
340,64639972-255d-4b69-8cbb-25f1045b84d1,"['0106', '0301']",Flemish Government,Heterotypic aggregation of A with disease relevant proteins in Alzheimerdisease
341,3ec2c899-90d6-4d0d-9e4b-f601cf7c85f8,"['0303', '0502', '0504']",Research Foundation Flanders,Leaving no one behind bridging the gap between vulnerable populations and the primary healthcare system through reverse innovation
342,c17bfafe-55e3-46f2-90dc-1b43202158b3,['0101'],Flemish Government,Special Research Fund Professorship in partial differential equations
343,d4f76ae8-15fe-4976-9b9b-6ad71d531e03,['0202'],not specific,Innovationmandate Spin Off PoweRing A gearbox for the next generation robots
344,c57d7344-b693-4def-914c-513571892fe6,"['0306', '0302', '0102', '0106']",Flemish Government,Digital pathology as a proxy for molecular profiling of prostate tumors
345,9c1db95e-ff71-4c6c-8ef5-f200fd5a1687,"['0302', '0106', '0206', '0301']",Flemish Government,IMAGIBRAINDD IMAGIng assisted human BRAIn organoid engineering for studying and treating NeuroDevelopmental Disorders
346,d0ed4979-d853-4402-a7c5-72d8ffa4b99e,"['0103', '0205', '0106', '0206', '0301', '0306']",Flemish Government,Mechanobiology control of immunogenic cell death by bio polymers for cancer therapy
347,2077ff66-7c28-48c7-a053-a3b4d3200744,['0206'],not specific,Development and external validation of a D Convolutional Neural Network for automated detection of vertebral fractures in CT scans
348,f531b364-6094-4fb4-b64f-300af6d62cd5,['0104'],Research Foundation Flanders,Homogeneous and heterogeneous metal oxo clusters as a new generation of artificial metal peptidases
349,369e246b-b6e7-4184-94de-a4cfdc6978a9,['0102'],Research Foundation Flanders,A novel paradigm for Precision Medicine sparse non linear Neural Networks for end to end Genome Interpretation
350,99218f0d-e79f-4ecc-95e5-e7afaa19c71d,"['0602', '0603']",Research Foundation Flanders,Sixty Donatist Sermons from theCentury A Critical Edition and Content Analysis of the Vienna Collection 
351,9856dd4a-3f5c-4a61-8fc7-321ecd237728,['0106'],Research Foundation Flanders,Molecular mechanisms underlying peroxisome mediated changes in the cellular hydrogen peroxide signaling network
352,0abd6f2c-5da5-4189-84d3-79ee6b2987d8,['0602'],Research Foundation Flanders,Transnational collaboration in contemporary refugee literature authorship textual effects comparisons
353,32965169-4110-4cb9-bbf7-8fbbbb2e472c,"['0103', '0203', '0299']",Research Foundation Flanders,An efficient framework for reliable calibration and uncertainty estimation of novel self consistent cross field transport models for plasma edge simulations of fusion devices
354,539f1a27-24f7-478e-ab2e-11f00ec3053a,['0101'],Research Foundation Flanders,New universal dynamical determinantal point processes associated with products of random matrices
355,f549dc44-c7a1-4461-8900-d6ba92a5bdce,"['0104', '0106', '0301', '0305']",Research Foundation Flanders,Profiling of protein depalmitoylation during adipogenesis using activity based probes
